Name,Symbol,Formula,Code,Description
mine-truck,땣,"=UNICHAR(HEX2DEC(""b563""))",b563,Mine truck: A massive transportation to carry rocks out of a quarry. (vehicle)
mine-wagon,땤,"=UNICHAR(HEX2DEC(""b564""))",b564,Mine wagon: A wooden trolley to ease transportation of mineral resources like gold along a railway. (mineral vehicle western)
minefield,땥,"=UNICHAR(HEX2DEC(""b565""))",b565,Minefield: A dangerous area where the ground is littered with hidden explosive mines. (bomb trap)
miner,땦,"=UNICHAR(HEX2DEC(""b566""))",b566,Miner: A prospector blowing rocks with a pickaxe waiting to stumble upon gold. (action body stone western)
mineral-heart,땧,"=UNICHAR(HEX2DEC(""b567""))",b567,"Mineral heart: A beating organ crafted in gems, that could be turned into a necklace. (heart mineral stone)"
mineral-pearls,땨,"=UNICHAR(HEX2DEC(""b568""))",b568,Mineral pearls: A handful of rounded gems with great value. (mineral)
minerals,땩,"=UNICHAR(HEX2DEC(""b569""))",b569,Minerals: Crystals or emeralds ready to be mined. (mineral)
mini-submarine,땪,"=UNICHAR(HEX2DEC(""b56a""))",b56a,"Mini submarine: This small manned bathyscaphe is specialized in exploration mission, especially in the abyss or deep trenches in the ocean. (boat robot sea vehicle)"
minigun,땫,"=UNICHAR(HEX2DEC(""b56b""))",b56b,Minigun: Fires zillions of ammos per minutes. (gun weapon)
mining-helmet,땬,"=UNICHAR(HEX2DEC(""b56c""))",b56c,"Mining helmet: Mines are narrow and dark tunnels where the ceiling is low. Having a helmet with a mounted light is part of the survival equipment in this job. If you remove the torch, you may look like an engineer. (hat)"
mining,땭,"=UNICHAR(HEX2DEC(""b56d""))",b56d,Mining: A dwarf enjoy to dig hard into the rock to extract precious ore or carve tunnels. (action spike stone tool western)
minions,땮,"=UNICHAR(HEX2DEC(""b56e""))",b56e,"Minions: A boss and a handful of henchmen gathered in a small crowd. We clearly distinguish who's the leader, even if the master is behind its troops, he's the one controlling the team. (body)"
minotaur,땯,"=UNICHAR(HEX2DEC(""b56f""))",b56f,"Minotaur: A mythological monster, half human half beef. Guardian of the labyrinth. (animal creature greek-roman horn)"
miracle-medecine,땰,"=UNICHAR(HEX2DEC(""b570""))",b570,Miracle medicine: A powerful cure to get ride of any pain in an instant. All diseases and viruses are gone with a simple injection. (chemical life)
mirror-mirror,땱,"=UNICHAR(HEX2DEC(""b571""))",b571,Mirror mirror: White Snow's narcissistic step mother is really keen on watching herself. (glass state)
misdirection,땲,"=UNICHAR(HEX2DEC(""b572""))",b572,Misdirection: Chaos and confusion are the results of unknown goals. Find the right way to no get lost! (arrow state)
missile-launcher,땳,"=UNICHAR(HEX2DEC(""b573""))",b573,Missile launcher: Ground air attack battery with a missile able to strike on another distant continent. (weapon)
missile-mech,땴,"=UNICHAR(HEX2DEC(""b574""))",b574,Missile mech: A giant robot used by the army to deal massive damages. (robot science-fiction vehicle)
missile-pod,땵,"=UNICHAR(HEX2DEC(""b575""))",b575,Missile pod: A triple rocket launcher. (gun science-fiction weapon)
missile-swarm,땶,"=UNICHAR(HEX2DEC(""b576""))",b576,Missile swarm: Nuclear heads tracking a hot spot during an air strike. (science-fiction weapon)
mite-alt,땷,"=UNICHAR(HEX2DEC(""b577""))",b577,Mite: A friendly bug living in your cabinet. (animal insect)
mite,땸,"=UNICHAR(HEX2DEC(""b578""))",b578,Mite: A tiny insect like parasite living in your bed. (animal insect)
moai,땹,"=UNICHAR(HEX2DEC(""b579""))",b579,Moai: Enigmatic statue on Easter island in the Pacific Ocean. (building civilization statue)
modern-city,땺,"=UNICHAR(HEX2DEC(""b57a""))",b57a,Modern city: A big town with high and shiny skyscrapers forming the Central Business District. (building civilization tower)
moebius-star,땻,"=UNICHAR(HEX2DEC(""b57b""))",b57b,Moebius star: A mark on the ground to summon terrible daemons. (star symbol)
moebius-trefoil,땼,"=UNICHAR(HEX2DEC(""b57c""))",b57c,Moebius trefoil: This ring is made of twisted alloy. (symbol)
moebius-triangle,땽,"=UNICHAR(HEX2DEC(""b57d""))",b57d,"Moebius triangle: A never ending shape where it's possible to follow sides in up side down direction, always on the verge. (symbol)"
moka-pot,땾,"=UNICHAR(HEX2DEC(""b57e""))",b57e,Moka pot: An Italian kettle to boil coffee. (household kitchenware)
moldova,땿,"=UNICHAR(HEX2DEC(""b57f""))",b57f,Moldova: This country is the native place of Vigo the Carpathain. (map)
mole,떀,"=UNICHAR(HEX2DEC(""b580""))",b580,Mole: A digging animal that creates tunnels under your garden to eat earthworms. (mammal)
molecule-2,떁,"=UNICHAR(HEX2DEC(""b581""))",b581,"Molecule: A construction made of atoms, like C02 or H20. (chemical poison)"
molecule,떂,"=UNICHAR(HEX2DEC(""b582""))",b582,"Molecule: A construction made of atoms, like C02 or H20. (chemical poison)"
molotov,떃,"=UNICHAR(HEX2DEC(""b583""))",b583,Molotov: Explosive cocktail made with vodka that is thrown during mob strikes. (bomb bottle fire)
mona-lisa,떄,"=UNICHAR(HEX2DEC(""b584""))",b584,Mona Lisa: A very famous painting by Leonardo DaVinci exposed in the Louvre art museum in Paris. (body symbol)
moncler-jacket,떅,"=UNICHAR(HEX2DEC(""b585""))",b585,Moncler jacket: A bubbling plastic coat to stay warm during autumn. (clothing)
money-stack,떆,"=UNICHAR(HEX2DEC(""b586""))",b586,Money stack: A few bound banknotes that should be kept in the bank or exchange with a merchant for goods. (money)
mongolia,떇,"=UNICHAR(HEX2DEC(""b587""))",b587,"Mongolia: A country of Asia, between Russia and China. The capital is Ulaanbaatar. (map)"
monk-face,떈,"=UNICHAR(HEX2DEC(""b588""))",b588,Monk face: A priest or cleric head on its way to preach the faith and exorcise demons. (head medieval-fantasy)
monkey-wrench,떉,"=UNICHAR(HEX2DEC(""b589""))",b589,Monkey wrench: To fasten nuts. This adjustable spanner was also used a weapon in Half-Life: Opposing Force. (cluedo tool weapon)
monkey,떊,"=UNICHAR(HEX2DEC(""b58a""))",b58a,Monkey: Humanoid animal very agile in trees and which enjoy bananas. (animal circus mammal pirate)
mono-wheel-robot,떋,"=UNICHAR(HEX2DEC(""b58b""))",b58b,Mono wheel robot: This droid needs good balance sensors to drive its integrated motorized unicycle. (robot science-fiction)
monster-grasp,떌,"=UNICHAR(HEX2DEC(""b58c""))",b58c,Monster grasp: An evil hand with sharp nails. (claw hand)
monstera-leaf,떍,"=UNICHAR(HEX2DEC(""b58d""))",b58d,Monstera leaf: Huge leaf found in tropical forest with weird holes. (plant)
monument-valley,떎,"=UNICHAR(HEX2DEC(""b58e""))",b58e,Monument valley: National park on the Arizona / Dakota border with beautiful scenery. (nature stone western)
moon-bats,떏,"=UNICHAR(HEX2DEC(""b58f""))",b58f,Moon bats: A flock of vampires escaping in the night. (animal sky vampire)
moon-claws,떐,"=UNICHAR(HEX2DEC(""b590""))",b590,Moon Claws: Evil grasp during the night. (claw hand vampire)
moon-orbit,떑,"=UNICHAR(HEX2DEC(""b591""))",b591,Moon orbit: A satellite circling around a planet. (ball space)
moon,떒,"=UNICHAR(HEX2DEC(""b592""))",b592,Moon: The natural sattelite of the Earth that shines in the night. (ball sky space)
mooring-bollard,떓,"=UNICHAR(HEX2DEC(""b593""))",b593,Mooring bollard: To attach boats on a pier with tight ropes. (boat sea)
morbid-humour,떔,"=UNICHAR(HEX2DEC(""b594""))",b594,"Morbid Humour: When the end is near, better laugh at it than cry in despair. (skull)"
morgue-feet,떕,"=UNICHAR(HEX2DEC(""b595""))",b595,Morgue feet: A corpse tagged for autopsy by the forensic medical team and stored in a mortuary with other cadavers. (boot death)
morph-ball,떖,"=UNICHAR(HEX2DEC(""b596""))",b596,Morph ball: A flexible armor turned into a rolling and compact shape to access narrow places. (armor ball robot)
mortar,떗,"=UNICHAR(HEX2DEC(""b597""))",b597,Mortar: Heavy weapon to shot round shells kilometers away. (gun weapon world-wars)
mountain-cave,떘,"=UNICHAR(HEX2DEC(""b598""))",b598,"Mountain cave: A dark entrance to explore the undergrounds, probably a mine. (nature)"
mountain-climbing,떙,"=UNICHAR(HEX2DEC(""b599""))",b599,"Mountain climbing: Strong arms, endurance and a rope, that's the only equipment needed to reach the summits. (action)"
mountain-road,떚,"=UNICHAR(HEX2DEC(""b59a""))",b59a,Mountain road: This twisted path can reach the summits of this mountain range. (nature)
mountains,떛,"=UNICHAR(HEX2DEC(""b59b""))",b59b,Mountains: This massive rocky areas often serve as natural border between countries. Mountains tops are covered with snow and are the perfect place to practice skiing or climbing. (ice nature stone)
mountaintop,떜,"=UNICHAR(HEX2DEC(""b59c""))",b59c,Mountain top: <hr> Reach the roof of the world after a long and dangerous climbing along a steep cliff. (ice nature stone)
mounted-knight,떝,"=UNICHAR(HEX2DEC(""b59d""))",b59d,Mounted knight: Ready to fight during a tourney or on the battlefield. (animal body)
mouse-2,떞,"=UNICHAR(HEX2DEC(""b59e""))",b59e,Mouse: A tiny rat that loves eating cheese and scaring elephants. (animal mammal)
mouse,떟,"=UNICHAR(HEX2DEC(""b59f""))",b59f,Mouse: A tiny rat that loves eating cheese and scaring elephants. (animal mammal)
mouth-watering,떠,"=UNICHAR(HEX2DEC(""b5a0""))",b5a0,Mouth watering: This guy's very hungry. Or he's seen something highly desirable. (liquid mouth state)
move,떡,"=UNICHAR(HEX2DEC(""b5a1""))",b5a1,Move: To change elements coordinates. (arrow cross gui)
movement-sensor,떢,"=UNICHAR(HEX2DEC(""b5a2""))",b5a2,Movement sensor: This device can trigger a loud alarm if an intruder attemps to approach. Or maybe it's only a smoke detector to warn people during a domestic fire. (machine sound)
mp-40,떣,"=UNICHAR(HEX2DEC(""b5a3""))",b5a3,MP40: This SMG is a Maschinenpistole 40 used during WWII. (gun world-wars)
mp5-2,떤,"=UNICHAR(HEX2DEC(""b5a4""))",b5a4,MP5: A 9mm submachine gun from Germany. (gun)
mp5,떥,"=UNICHAR(HEX2DEC(""b5a5""))",b5a5,MP5: A 9mm submachine gun from Germany. (gun)
mp5k,떦,"=UNICHAR(HEX2DEC(""b5a6""))",b5a6,MP5K: Heckler & Koch MP5 (gun)
mucous-pillar,떧,"=UNICHAR(HEX2DEC(""b5a7""))",b5a7,Muscous pillar: A viscous girder to support the ceiling in a spider cave. (blood building)
mug-shot,떨,"=UNICHAR(HEX2DEC(""b5a8""))",b5a8,Mug shot: Various photos of a suspect caught after a crime in front of a height scale. It will help witnesses to identify guilty persons. (body police)
multi-directions,떩,"=UNICHAR(HEX2DEC(""b5a9""))",b5a9,"Multi directions: Press up, down, left or right to move your character on screen. (arrow)"
multiple-targets,떪,"=UNICHAR(HEX2DEC(""b5aa""))",b5aa,Multiple targets: You have to decide where to shoot to deal the maximum damages. (target)
mummy-head,떫,"=UNICHAR(HEX2DEC(""b5ab""))",b5ab,Mummy head: An evil pharaoh covered in bandages rising from the dead (creature egypt head)
muscle-fat,떬,"=UNICHAR(HEX2DEC(""b5ac""))",b5ac,Muscle fat: Bad daily diet lead to weight disaster and a huge belly. (body)
muscle-up,떭,"=UNICHAR(HEX2DEC(""b5ad""))",b5ad,Muscle Up: Lots of physical exercises to stay in good health. (action body sport)
muscular-torso,떮,"=UNICHAR(HEX2DEC(""b5ae""))",b5ae,"Muscular torso: Large pectorals, 6 packs and strong shoulders ready for some sport. (anatomy sport)"
mushroom-cloud,떯,"=UNICHAR(HEX2DEC(""b5af""))",b5af,Mushroom cloud: That is the kind of spectacle you can expect in Fallout if you decide to follow the dark path. (bomb energy explosion mushroom smoke world-wars)
mushroom-gills,떰,"=UNICHAR(HEX2DEC(""b5b0""))",b5b0,Mushroom gills: What lies underneath a mushroom cap? (food mushroom)
mushroom-house,떱,"=UNICHAR(HEX2DEC(""b5b1""))",b5b1,Mushroom house: Tiny creatures like the Smurfs or Toad love to live in organic houses with a solid roof. (building mushroom)
mushroom,떲,"=UNICHAR(HEX2DEC(""b5b2""))",b5b2,Mushroom: A white mushroom that could be either eaten or turned into poison. It grows in the woods or in fungal farms. (food mushroom poison)
mushrooms-cluster,떳,"=UNICHAR(HEX2DEC(""b5b3""))",b5b3,Mushrooms cluster: Half a dozen of tiny domes growing together during autumn. (mushroom)
mushrooms,떴,"=UNICHAR(HEX2DEC(""b5b4""))",b5b4,Mushrooms: A small trio of three mushrooms. Are they poisonous? Let's try! (food mushroom)
music-spell,떵,"=UNICHAR(HEX2DEC(""b5b5""))",b5b5,Music spell: Waves vibrating from a tune. (sound)
musical-keyboard,떶,"=UNICHAR(HEX2DEC(""b5b6""))",b5b6,Musical keyboard: A digital piano producing electronic tunes. (machine musical-instrument)
musical-notes,떷,"=UNICHAR(HEX2DEC(""b5b7""))",b5b7,Musical notes: A soft melody coming from a near by instrument. (sound)
musical-score,떸,"=UNICHAR(HEX2DEC(""b5b8""))",b5b8,Musical score: An empty melody where notes are missing. (sound)
musket,떹,"=UNICHAR(HEX2DEC(""b5b9""))",b5b9,Musket: Powder rifle carried by infantry soldier or musketeers. Muskets can be combined with bayonets. (gun)
mussel,떺,"=UNICHAR(HEX2DEC(""b5ba""))",b5ba,Mussel: A black and yellow seafood often prepared with cream and fries. (food sea shell)
mustache,떻,"=UNICHAR(HEX2DEC(""b5bb""))",b5bb,Mustache: A large mustache on a noseless face with a hat (hat head)
mute,떼,"=UNICHAR(HEX2DEC(""b5bc""))",b5bc,"Mute: A finger blocking the lips for saying anything : to keep the secret, you have to remain quietly in silence. (head mouth sound)"
nachos,떽,"=UNICHAR(HEX2DEC(""b5bd""))",b5bd,Nachos: Tortilla chips covered with melted cheese that may dipped in guacamole. (food mexico)
nailed-foot,떾,"=UNICHAR(HEX2DEC(""b5be""))",b5be,Nailed foot: A painful injury that occurs while walking barefoot in a workshop. You can move anymore and remain immobile. (blood boot)
nailed-head,떿,"=UNICHAR(HEX2DEC(""b5bf""))",b5bf,Nailed head: Just before a terrible migraine or a long headache. (blood head)
nails,뗀,"=UNICHAR(HEX2DEC(""b5c0""))",b5c0,Nails: To stick two pieces of wood in a new shape during a carpentry session or to pin a frame on a wall. (cross metal tool)
nano-bot,뗁,"=UNICHAR(HEX2DEC(""b5c1""))",b5c1,Nano bot: This microscopic robot can penetrated in blood vessels to perform work. (robot)
nautilus-shell,뗂,"=UNICHAR(HEX2DEC(""b5c2""))",b5c2,Nautilus shell: A marine mollusc often considered a living fossils. (sea shell)
neck-bite,뗃,"=UNICHAR(HEX2DEC(""b5c3""))",b5c3,Neck bite: Vampires withdraw fresh vital juice from innocent victims right from their carotid artery. (blood mouth vampire)
necklace-display,뗄,"=UNICHAR(HEX2DEC(""b5c4""))",b5c4,Necklace display: This broad velvet collar is supported by a fake head. (jewellery)
necklace,뗅,"=UNICHAR(HEX2DEC(""b5c5""))",b5c5,Necklace: A shuriken resting on your chest. (jewellery)
nectar,뗆,"=UNICHAR(HEX2DEC(""b5c6""))",b5c6,Nectar: The perfect gift for thirsty gods. (bottle)
needle-drill,뗇,"=UNICHAR(HEX2DEC(""b5c7""))",b5c7,Needle drill: To dig a small access in a soft material. (metal tool)
needle-jaws,뗈,"=UNICHAR(HEX2DEC(""b5c8""))",b5c8,Needle jaws: These teeth are way to sharp to belong to a shark or even a crocodile. (mouth spike)
nefertiti,뗉,"=UNICHAR(HEX2DEC(""b5c9""))",b5c9,"Nefertiti: Egyptian Queen, wife of the pharaoh Akhenaten. (egypt hat head)"
nest-birds,뗊,"=UNICHAR(HEX2DEC(""b5ca""))",b5ca,Nest birds: New born waiting to be fed by their parents. (bird)
nest-eggs,뗋,"=UNICHAR(HEX2DEC(""b5cb""))",b5cb,Nest eggs: These eggs are about to hatch and baby birds will need protections. (bird egg)
nested-eclipses,뗌,"=UNICHAR(HEX2DEC(""b5cc""))",b5cc,Nested eclipses: A circular wave propagating in the nothingness. (ball space)
nested-hearts,뗍,"=UNICHAR(HEX2DEC(""b5cd""))",b5cd,Nested hearts: A small plain heart inside an empty one indicating a low health. (heart life zelda)
nested-hexagons,뗎,"=UNICHAR(HEX2DEC(""b5ce""))",b5ce,"Nested hexagons: Concentric hexagons, like an infinite tunnel. (symbol)"
network-bars,뗏,"=UNICHAR(HEX2DEC(""b5cf""))",b5cf,Network bars: The intensity of your cellphone signal. You'll never reach the 5th bar in the country. (gui rank)
new-born,뗐,"=UNICHAR(HEX2DEC(""b5d0""))",b5d0,New born: A chick hatching from its egg. (bird egg farm)
new-shoot,뗑,"=UNICHAR(HEX2DEC(""b5d1""))",b5d1,"New shoot: A small sprout with no flower, only a couple of leaves above the grass. (plant)"
newspaper,뗒,"=UNICHAR(HEX2DEC(""b5d2""))",b5d2,Newspaper: The daily paper to read the news and learn the events which make history. Nice stories can be found in this journal. (book gui)
next-button,뗓,"=UNICHAR(HEX2DEC(""b5d3""))",b5d3,Next button: Skip to the next track of the album. (gui)
nigeria,뗔,"=UNICHAR(HEX2DEC(""b5d4""))",b5d4,Nigeria: African coutry located in the West of the continent. The capital is Abuja. (map)
night-sky,뗕,"=UNICHAR(HEX2DEC(""b5d5""))",b5d5,Night sky: Billions of stars shining on the black background. (sky space)
night-sleep,뗖,"=UNICHAR(HEX2DEC(""b5d6""))",b5d6,Night sleep: Zzzz. This half moon resplenishes all the stats by resting after a long tiresome day. (action sky)
night-vision,뗗,"=UNICHAR(HEX2DEC(""b5d7""))",b5d7,Night vision: Nyctalopia ability - Being able to see in the dark like cats and owls. (eye ninja)
